
2019-05-16 19:55:57 : 

[*] Agent info:
  nonce           	7445767061672652
  jitter          	0.0
  servers         	None
  internal_ip     	192.168.226.1 fe80::9442:f8f3:5b23:22d1 192.168.153.1
                                fe80::78a5:53be:b208:43ea 192.168.1.5 fe80::a41d:e79e:d3d7:49a8
                                169.254.182.30 fe80::4d72:dc5a:5819:b61e
  working_hours   	
  session_key     	h:}c3FNTSI75$M=4<ul1RX+Yp?/\2^Z8
  children        	None
  checkin_time    	2019-05-16 19:55:56
  hostname        	LAMEDIM-LT
  id              	2
  delay           	5
  username        	LAMEDIM-LT\User
  kill_date       	
  parent          	None
  process_name    	powershell
  listener        	http
  process_id      	9996
  profile         	/admin/get.php,/news.php,/login/process.php|Mozilla/5.0 (Windows NT
                                6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
  os_details      	Microsoft Windows 10 Home
  lost_limit      	60
  taskings        	None
  name            	P8A21MH4
  language        	powershell
  external_ip     	192.168.153.1
  session_id      	P8A21MH4
  lastseen_time   	2019-05-16 19:55:56
  language_version	5
  high_integrity  	1


[+] Agent P8A21MH4 now active:


2019-05-16 19:56:59 : 
[*] Agent renamed from P8A21MH4 to UACbypass
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:50 AM 36352     sdhcinst.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:23 AM 211968    sdiageng.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:23 AM 25600     sdiagnhost.exe                                      
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:22 AM 169472    sdiagprv.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:22 AM 52224     sdiagschd.dll                                       
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:18 AM 541184    sdohlp.dll                                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:13 AM 148992    sdrsvc.dll                                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:13 AM 125440    sdshext.dll                                         
-a---- BUILTIN\Administrators      3/4/2016 3:52:06 AM   450120    SEAPO64.dll                                         
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:12 AM  394240    Search.ProtocolHandler.MAPI2.dll                    
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:12 AM  240640    SearchFilterHost.exe                                
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:57 AM 395776    SearchFolder.dll                                    
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:12 AM  1057792   SearchIndexer.exe                                   
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:12 AM  415744    SearchProtocolHost.exe                              
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:30 AM 59904     SebBackgroundManagerPolicy.dll                      
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:36 AM  1259320   SecConfig.efi                                       
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:56 AM 39936     SecEdit.exe                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:45 AM 641480    sechost.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:50 AM 10752     secinit.exe                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:56 AM 31232     seclogon.dll                                        
-a---- BUILTIN\Administrators      3/4/2016 3:52:06 AM   716104    SECOMN64.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 400384    secproc.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 398848    secproc_isv.dll                                     
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 112640    secproc_ssp.dll                                     
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 112640    secproc_ssp_isv.dll                                 
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:56 AM 27648     secur32.dll                                         
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:26 AM  33792     SecureBioSysprep.dll                                
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:06 AM  651064    securekernel.exe                                    
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:06 AM  202752    SecureTimeAggregator.dll                            
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:56 AM 5120      security.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:51 AM 5783      SecurityAndMaintenance.png                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:51 AM 2613      SecurityAndMaintenance_Alert.png                    
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:51 AM 6873      SecurityAndMaintenance_Error.png                    
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:25 AM 181008    SecurityCenterBroker.dll                            
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:25 AM 41560     SecurityCenterBrokerPS.dll                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:26 AM 246800    SecurityHealthAgent.dll                             
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:26 AM 105984    SecurityHealthProxyStub.dll                         
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:10 AM  864056    SecurityHealthService.exe                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:39 AM 925696    SecurityHealthSSO.dll                               
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:39 AM 83968     SecurityHealthSystray.exe                           
-a---- BUILTIN\Administrators      3/4/2016 3:52:06 AM   927424    SEHDRA64.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:32 AM 41472     SEMgrPS.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:34 AM 1247232   SEMgrSvc.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:34 AM 110592    SEMgrSvcPAL.dll                                     
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:19 AM 138752    sendmail.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:57 AM 73728     Sens.dll                                            
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:57 AM 14336     SensApi.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:58 AM 1269248   SensorDataService.exe                               
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:53 AM 27648     SensorPerformanceEvents.dll                         
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:14 AM  398848    SensorsApi.dll                                      
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:53 AM 140800    SensorsClassExtension.dll                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:53 AM 1311744   SensorsCpl.dll                                      
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:13 AM  433152    SensorService.dll                                   
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:38 AM 67144     SensorsNativeApi.dll                                
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:38 AM 139952    SensorsNativeApi.V2.dll                             
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:38 AM 116696    SensorsUtilsV2.dll                                  
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:53 AM 148992    sensrsvc.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:23 AM 18944     serialui.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:45 AM 679424    services.exe                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:22 AM 92746     services.msc                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:23 AM 24576     serwvdrv.dll                                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:22 AM 478208    SessEnv.dll                                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:22 AM 75072     sessionmsg.exe                                      
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:44 AM 83968     setbcdlocale.dll                                    
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:43 AM 299520    sethc.exe                                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:55 AM 26624     SetNetworkLocation.dll                              
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:55 AM 37376     SetNetworkLocationFlyout.dll                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:55 AM 35840     SetProxyCredential.dll                              
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:21 AM 29184     setspn.exe                                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 134144    SettingMonitor.dll                                  
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:26 AM 8192      settings.dat                                        
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:16 AM  420864    SettingsEnvironment.Desktop.dll                     
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:55 AM 143872    SettingsExtensibilityHandlers.dll                   
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:24 AM 240128    SettingsHandlers_Accessibility.dll                  
-a---- NT SERVICE\TrustedInstaller 9/15/2018 12:10:57 PM 175104    SettingsHandlers_AnalogShell.dll                    
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:43 AM 100864    SettingsHandlers_AppControl.dll                     
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:30 AM 122368    SettingsHandlers_AppExecutionAlias.dll              
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:30 AM 119808    SettingsHandlers_BackgroundApps.dll                 
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:55 AM 264704    SettingsHandlers_BatteryUsage.dll                   
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:30 AM 194560    SettingsHandlers_CapabilityAccess.dll               
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 139264    SettingsHandlers_ClosedCaptioning.dll               
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:41 AM 180224    SettingsHandlers_ContentDeliveryManager.dll         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:41 AM 304128    SettingsHandlers_Cortana.dll                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:39 AM 670208    SettingsHandlers_Devices.dll                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:41 AM 499712    SettingsHandlers_Display.dll                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 383488    SettingsHandlers_Flights.dll                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:56 AM 359424    SettingsHandlers_Fonts.dll                          
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:39 AM 353280    SettingsHandlers_Gaming.dll                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:36 AM 193024    SettingsHandlers_Geolocation.dll                    
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:55 AM 217600    SettingsHandlers_Gpu.dll                            
-a---- NT SERVICE\TrustedInstaller 9/15/2018 12:11:02 PM 541696    SettingsHandlers_HoloLens_Environment.dll           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:39 AM 139264    SettingsHandlers_InkingTypingPrivacy.dll            
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:24 AM 276480    SettingsHandlers_InputPersonalization.dll           
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:17 AM  699392    SettingsHandlers_Language.dll                       
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:41 AM 248832    SettingsHandlers_ManagePhone.dll                    
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 276992    SettingsHandlers_Maps.dll                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:40 AM 511488    SettingsHandlers_Notifications.dll                  
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:15 AM  4304896   SettingsHandlers_nt.dll                             
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 192512    SettingsHandlers_OneCore_BatterySaver.dll           
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:16 AM  500224    SettingsHandlers_PCDisplay.dll                      
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:41 AM 128000    SettingsHandlers_Pen.dll                            
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:34 AM 169472    SettingsHandlers_Privacy.dll                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:41 AM 111616    SettingsHandlers_QuickActions.dll                   
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:41 AM 196608    SettingsHandlers_Region.dll                         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:30 AM 146432    SettingsHandlers_SharedExperiences_Rome.dll         
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:39 AM 257024    SettingsHandlers_SignInOptions.dll                  
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 200504    SettingsHandlers_SIUF.dll                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:39 AM 76288     SettingsHandlers_SpeechPrivacy.dll                  
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:30 AM 155136    SettingsHandlers_Startup.dll                        
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 736056    SettingsHandlers_StorageSense.dll                   
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:29:22 AM 141720    SettingsHandlers_Troubleshoot.dll                   
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:39 AM 538624    SettingsHandlers_User.dll                           
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:22 AM 420864    SettingsHandlers_UserAccount.dll                    
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 386560    SettingsHandlers_WorkAccess.dll                     
-a---- NT SERVICE\TrustedInstaller 9/15/2018 10:28:25 AM 483328    SettingSync.dll                                     
-a---- NT SERVICE\TrustedInstaller 5/15/2019 7:00:16 AM  1145856   SettingSyncCore.dll                                 
